timestamp,left_action,right_action,forward,turning,collision,fitness
1768537130.6194673,-0.2422126978635788,0.800000011920929,76.7336194217205,0.2781230334106415,0.9411635622382164,19.78573581028003
1768537130.8923473,-0.19497618079185486,0.800000011920929,78.15071493387222,0.2946716393364067,0.9398124739527702,21.342752828081412
1768537131.177932,-0.20318692922592163,0.7999999523162842,77.90439069271088,0.29176738230218247,0.9410473816096783,21.089969475964956
1768537131.6162913,-0.050962772220373154,0.800000011920929,82.47111719101667,0.3477106531065749,0.9402733594179153,26.663359737845017
1768537131.7781844,-0.0006810464547015727,0.800000011920929,83.97956896398682,0.3672753132777138,0.9398904964327812,28.689627663475374
1768537131.963176,0.041797976940870285,0.800000011920929,85.25393966585398,0.3842882025736153,0.9391756430268288,30.469350590548206
1768537132.2190557,0.04102342575788498,0.800000011920929,85.23070313036442,0.38397378864083875,0.9390954039990902,30.433170499366863
1768537132.4753947,-0.11964307725429535,0.800000011920929,80.41070803999901,0.3218985735248656,0.9395553395152092,24.01953704835578
1768537132.8093913,-0.13599835336208344,0.800000011920929,79.92004975676537,0.31589534233312944,0.9411143474280834,23.459722417686535
1768537133.0482895,-0.15588484704494476,0.800000011920929,79.32345494627953,0.3086661953275127,0.9411499537527561,22.743556903246446
1768537133.2044268,-0.2218758463859558,0.7999999523162842,77.34372317790985,0.28520079788018793,0.9411653466522694,20.460687856977565
1768537133.3663094,-0.22260192036628723,0.7999999523162842,77.32194095849991,0.2849468996352189,0.9411618709564209,20.436287601956792
1768537133.539576,-0.22255371510982513,0.800000011920929,77.32338890433311,0.2849637327272294,0.9411248303949833,20.437084757122324
1768537133.808347,-0.2208915501832962,0.7999999523162842,77.37325206398964,0.2855451370101886,0.9411186873912811,20.492658292214493
1768537134.15236,-0.22028636932373047,0.800000011920929,77.39140927791595,0.2857569106933342,0.9411307163536549,20.513228166880577
1768537134.493448,-0.22076652944087982,0.800000011920929,77.37700447440147,0.2855888643918655,0.9411267042160034,20.497028109591632
1768537134.8345556,-0.22624827921390533,0.8000000715255737,77.21255376935005,0.2836731365014017,0.9411113932728767,20.313282655074353
