timestamp,forward,turning,avg_irs,green_ratio,align_reward,stagnation,no_food_steps,food_collected,fitness
1769118417.8950105,0.8403913378715515,0.509694516658783,0.011424864642322063,0.0,1.0,0.0,1.0,0.0,-38.88269399929393
1769118418.2315125,0.7509008646011353,0.40278100967407227,0.011499573476612568,0.0200653076171875,0.11334511644486689,0.0,2.0,0.0,-34.010221600225066
1769118418.607414,0.8381632566452026,1.0,0.010227778926491737,0.051738739013671875,0.5925429592457421,0.0,3.0,0.0,-16.853381101628386
1769118418.8841403,0.8125203251838684,1.0,0.016003798693418503,0.0631256103515625,0.3236385250483442,1.0,4.0,0.0,-28.501501948404808
1769118419.3306851,0.8435854911804199,1.0,0.009085128083825111,0.06489944458007812,0.9328080456856522,0.0,5.0,0.0,6.41765700278583
1769118419.7523625,0.7576016783714294,0.2598637342453003,0.008760521188378334,0.07488632202148438,0.7431414280984159,0.0,6.0,0.0,79.44211892874395
1769118420.0187275,0.7314773797988892,-0.11283786594867706,0.04402866214513779,0.08330154418945312,0.8040413775930759,0.0,7.0,0.0,80.91439709826227
1769118420.4508905,0.7922731041908264,0.11614014953374863,0.15031245350837708,0.12162017822265625,0.5667575208973716,0.0,8.0,0.0,78.53515322230997
1769118420.8801584,1.0,-0.46702706813812256,0.24177400767803192,0.19366455078125,0.7700080667201781,0.0,9.0,0.0,173.6107313031025
1769118421.3121278,1.0,0.8075084090232849,0.276289165019989,0.13874053955078125,0.3872371846645588,0.0,10.0,0.0,72.05903829413728
1769118421.910774,1.0,-0.5755009055137634,0.011886333115398884,0.0,1.0,0.0,0.0,1.0,955.2206821739674
1769118422.348826,0.7514266967773438,0.40342938899993896,0.14666064083576202,0.0,1.0,0.0,1.0,1.0,-54.35256215309755
1769118422.8056278,0.9257031679153442,0.7163072228431702,0.18547964096069336,0.0,1.0,0.0,2.0,1.0,-71.45957240016583
1769118423.2489498,0.969291627407074,0.7398817539215088,0.09503399580717087,0.0263671875,0.4199020950882524,0.0,3.0,1.0,-49.769767749337326
1769118423.7837873,0.9199503660202026,1.0,0.00475403293967247,0.058597564697265625,0.7946229493522557,0.0,4.0,1.0,-3.437797283365512
1769118424.3344474,0.7865884900093079,0.7791914343833923,0.01111531537026167,0.03621673583984375,0.09903376474615544,0.0,5.0,1.0,-39.17437785668309
1769118424.7694764,0.6172481775283813,-1.0,0.01622617617249489,0.08931732177734375,0.6919636422119245,0.0,6.0,1.0,62.560888858729754
1769118425.0416217,0.8192845582962036,0.9814541935920715,0.0754244327545166,0.036212921142578125,0.08299166161908778,0.0,7.0,1.0,28.46196845196677
1769118425.5146549,0.6930437088012695,-1.0,0.06894070655107498,0.147064208984375,0.8397742416087363,0.0,8.0,1.0,107.27995843421805
1769118425.992161,1.0,0.4668034315109253,0.11783412843942642,0.27310943603515625,0.4519176166124257,0.0,9.0,1.0,160.3055277856729
1769118426.5463529,1.0,-0.702070415019989,0.2295713722705841,0.36395263671875,0.5611445138903446,0.0,10.0,1.0,227.7625314064062
1769118427.0957603,1.0,1.0,0.011945793405175209,0.02814483642578125,0.48781745561127676,0.0,0.0,2.0,966.8182158486707
1769118427.5452628,0.8171079158782959,1.0,0.016002194955945015,0.06787109375,0.12418656383486959,0.0,1.0,2.0,-33.39739604265751
1769118428.051089,0.8554157018661499,1.0,0.007337906863540411,0.14656829833984375,0.45672208061136854,0.0,2.0,2.0,15.311945075478093
1769118428.4744647,1.0,-0.9196277856826782,0.012094026431441307,0.14728927612304688,0.23577963533708013,0.0,3.0,2.0,-14.079728620879905
1769118428.903712,1.0,1.0,0.0047288089990615845,0.22152328491210938,0.3805209893922956,0.0,4.0,2.0,34.82138087222302
1769118429.4415417,1.0,-1.0,0.04627751186490059,0.19824600219726562,0.2507190284111682,0.0,5.0,2.0,-4.923709614604377
1769118429.878327,1.0,1.0,0.10047657787799835,0.3708305358886719,0.4715172971037229,0.0,6.0,2.0,213.80536431790824
1769118430.4876068,1.0,-0.6913829445838928,0.2183523178100586,0.5244979858398438,0.5323615257756702,0.0,7.0,2.0,306.9304075055679
1769118430.9344676,1.0,1.0,0.19130060076713562,0.2758293151855469,0.2791758902146404,0.0,8.0,2.0,104.87483105004867
1769118431.2104013,1.0,-0.9749855995178223,0.28720784187316895,0.5857734680175781,0.5879640784855136,0.0,0.0,3.0,1270.8180505513747
1769118431.574294,1.0,-0.23898087441921234,0.01078046578913927,0.0,1.0,0.0,0.0,4.0,957.0802211016417
1769118431.9243224,0.7499520182609558,0.4015166759490967,0.010498423129320145,0.0,1.0,0.0,1.0,4.0,-34.5279052399792
1769118432.2590308,0.7498226165771484,0.4014365077018738,0.012203389778733253,0.0,1.0,1.0,2.0,4.0,-37.76944883876867
1769118432.5968354,0.7518869042396545,0.4040471315383911,0.009031090885400772,0.0,1.0,2.0,3.0,4.0,-40.40624245388207
1769118433.12014,0.7481406927108765,0.3993486166000366,0.011846858076751232,0.0,1.0,3.0,4.0,4.0,-43.63884359558965
1769118433.4785461,0.7513831853866577,0.403377890586853,0.011909366585314274,0.0,1.0,4.0,5.0,4.0,-46.800063394980654
1769118433.80635,0.7514506578445435,0.4034593105316162,0.008768824860453606,0.0,1.0,5.0,6.0,4.0,25.79750007937448
1769118434.1581104,0.7479604482650757,0.39918196201324463,0.0019594444893300533,0.0,1.0,6.0,7.0,4.0,23.597837418189926
1769118434.6548152,0.7398703694343567,0.3882644772529602,0.010808373801410198,0.0,1.0,7.0,8.0,4.0,18.890254668609543
1769118435.0146062,0.7501861453056335,0.40189510583877563,0.013219681568443775,0.0142669677734375,0.09007979612299466,8.0,9.0,4.0,17.048804978055635
1769118435.3932765,0.8394574522972107,1.0,0.013561984524130821,0.0377197265625,0.612328390473301,5.0,10.0,4.0,42.71699662040605
1769118435.7733166,0.8109414577484131,1.0,0.011421747505664825,0.040191650390625,0.7160034643128321,6.0,11.0,4.0,42.295326043689045
1769118436.142796,0.7202033400535583,-0.15751232206821442,0.007223414722830057,0.0427703857421875,0.8216667270558331,3.0,12.0,4.0,48.70026588637592
1769118436.5081913,0.7324972152709961,0.042215216904878616,0.011036503128707409,0.04718780517578125,0.7849118330638643,0.0,13.0,4.0,56.28048100098201
1769118436.9384124,0.7325743436813354,-0.024647295475006104,0.011641532182693481,0.052181243896484375,0.7879111000438628,0.0,14.0,4.0,58.78626537402036
1769118437.186199,0.7351929545402527,-0.01851745694875717,0.0070098876021802425,0.058055877685546875,0.7880091292134832,1.0,15.0,4.0,59.95202110406328
1769118437.696464,0.7315821647644043,-0.025770440697669983,0.011994218453764915,0.06510162353515625,0.7812916581214111,2.0,16.0,4.0,59.77737974953368
1769118438.0567062,0.7383270263671875,-0.032537102699279785,0.012835785746574402,0.07314682006835938,0.8007657676010431,3.0,17.0,4.0,63.099733073298296
1769118438.3962936,0.7446322441101074,0.005730047821998596,0.01613539829850197,0.08330535888671875,0.79620923104222,0.0,18.0,4.0,74.42608120819412
1769118438.8205159,0.7507907748222351,0.0005201473832130432,0.08471496403217316,0.09632492065429688,0.7856362743059682,1.0,19.0,4.0,72.39045626507287
1769118439.2451956,0.8468644022941589,0.1889590322971344,0.09550391882658005,0.11930084228515625,0.6400230872689774,0.0,20.0,4.0,84.97925651252888
1769118439.594834,1.0,-0.3921041488647461,0.08250275999307632,0.14218521118164062,0.8735238770356559,0.0,21.0,4.0,152.99138004772567
1769118439.9525123,1.0,0.012750096619129181,0.12474004924297333,0.18613815307617188,0.853779684137719,0.0,22.0,4.0,184.38321893976126
1769118440.211107,1.0,0.03851655125617981,0.16144423186779022,0.2528839111328125,0.8250144130324926,1.0,23.0,4.0,227.29586540637683
1769118440.3978431,1.0,0.0495336689054966,0.24009957909584045,0.2880401611328125,0.8020310140978439,2.0,24.0,4.0,238.75951521194293
1769118440.7522993,1.0,0.11204835772514343,0.3822481036186218,0.2528953552246094,0.8138694118146166,0.0,25.0,4.0,202.0387430957726
1769118440.926737,1.0,0.3324662744998932,0.5220228433609009,0.175628662109375,0.7719175071948305,0.0,26.0,4.0,115.70622331383129
1769118441.4416394,1.0,0.46155476570129395,0.011892746202647686,0.0,1.0,0.0,0.0,5.0,955.7893867790699
1769118441.7833216,0.7514270544052124,0.40342557430267334,0.01163423527032137,0.0,1.0,0.0,1.0,5.0,-34.76217032312009
1769118442.2011874,0.7511391043663025,0.4030706286430359,0.008857911452651024,0.0,1.0,1.0,2.0,5.0,-37.3459198836384
1769118442.622759,0.7479473352432251,0.3991106152534485,0.05453942343592644,0.0,1.0,2.0,3.0,5.0,-46.81494581506507
1769118442.9773471,0.8057041168212891,0.46809738874435425,0.10101159662008286,0.0,1.0,0.0,4.0,5.0,-53.55293883319115
1769118443.3092368,0.8629096746444702,0.5368428230285645,0.08654787391424179,0.0,1.0,0.0,5.0,5.0,-55.336368355576354
1769118443.5657935,0.8458551168441772,0.5153689980506897,0.07982728630304337,0.017238616943359375,0.22842097256030092,1.0,6.0,5.0,31.47108553213635
1769118443.992063,0.9095610976219177,1.0,0.005976295098662376,0.0142364501953125,0.9036468800241158,0.0,7.0,5.0,53.3511403026874
1769118444.4972715,0.7617453336715698,0.5797079205513,0.010882229544222355,0.01556396484375,0.6913756127450981,0.0,8.0,5.0,41.41738371217971
1769118444.8492255,0.7084574699401855,-0.2031160145998001,0.013296976685523987,0.015827178955078125,0.8326319218486382,0.0,9.0,5.0,39.93315429347507
1769118445.1935833,0.7333822250366211,0.0760008692741394,0.0007353402907028794,0.01671600341796875,0.7964667246691008,0.0,10.0,5.0,43.281098602902034
1769118445.3735104,0.7134623527526855,-0.013956934213638306,0.012385117821395397,0.017475128173828125,0.8026120115695263,0.0,11.0,5.0,39.97610874020035
1769118445.7973628,0.7282346487045288,0.01571120321750641,0.011358502320945263,0.018581390380859375,0.7758633686614658,0.0,12.0,5.0,40.48205561849001
1769118446.1389089,0.7231988906860352,-0.038294702768325806,0.010346494615077972,0.019500732421875,0.8078586536580594,0.0,13.0,5.0,40.1100124751182
