timestamp,forward,turning,avg_irs,green_ratio,align_reward,stagnation,no_food_steps,food_collected,fitness
1769118446.3119407,0.7272390127182007,0.022708818316459656,0.011322736740112305,0.020557403564453125,0.7947091297086657,0.0,14.0,5.0,39.77548028049711
1769118446.7543206,0.7266892194747925,-0.0016719773411750793,0.01003833394497633,0.021846771240234375,0.7942019436441419,1.0,15.0,5.0,37.76007654380834
1769118447.192663,0.7254887819290161,-0.004726320505142212,0.009879516437649727,0.0230865478515625,0.7998479325016523,2.0,16.0,5.0,35.48437313848832
1769118447.6264062,0.7265291213989258,0.005923919379711151,0.009700240567326546,0.02447509765625,0.8015976903444513,3.0,17.0,5.0,33.42315997413606
1769118447.876979,0.7269822359085083,0.008885398507118225,0.01179784256964922,0.026126861572265625,0.7939200750109505,4.0,18.0,5.0,30.959644222953195
1769118448.1482723,0.7287336587905884,-0.003240332007408142,0.010343466885387897,0.02777862548828125,0.7893972294699259,5.0,19.0,5.0,29.201154436556493
1769118448.417235,0.7268195748329163,-0.014447711408138275,0.011845563538372517,0.02973175048828125,0.7843523463561715,6.0,20.0,5.0,26.78535912864818
1769118448.5964267,0.7283644676208496,-0.022331006824970245,0.012067710049450397,0.03173065185546875,0.7922676161637412,7.0,21.0,5.0,25.166537294981943
1769118448.8656428,0.7304483652114868,-0.006753750145435333,0.011838945560157299,0.034183502197265625,0.7944050956924451,8.0,22.0,5.0,23.92610036292998
1769118449.2298098,0.7312050461769104,-0.003245823085308075,0.0023266009520739317,0.036701202392578125,0.7942675852302254,9.0,23.0,5.0,23.836387906895936
1769118449.572976,0.7207365036010742,-0.018796011805534363,0.012737718410789967,0.039581298828125,0.8077297519516191,10.0,24.0,5.0,20.36826745125839
1769118450.0015962,0.7358853220939636,0.02346712350845337,0.011270873248577118,0.04299163818359375,0.7920883706743567,7.0,25.0,5.0,28.470285153805207
1769118450.3415215,0.7327221035957336,-0.009770877659320831,0.010219702497124672,0.0466461181640625,0.8065061360197907,4.0,26.0,5.0,36.00849402140037
1769118450.6910899,0.7348096370697021,0.016485340893268585,0.011781653389334679,0.051052093505859375,0.7960927576029291,5.0,27.0,5.0,35.6922680318273
1769118451.05367,0.7363015413284302,-0.0021513253450393677,0.003418287727981806,0.056041717529296875,0.7890502688720986,6.0,28.0,5.0,36.3845640059627
1769118451.5048873,0.7268010377883911,-0.030015423893928528,0.00955485925078392,0.061710357666015625,0.8110325906379428,7.0,29.0,5.0,35.87824533467332
1769118451.882508,0.7391098737716675,0.022488556802272797,0.010896936990320683,0.06807708740234375,0.7945528322173037,4.0,30.0,5.0,45.12353182439924
1769118452.3249204,0.7399766445159912,-0.008569926023483276,0.009056290611624718,0.07600021362304688,0.7953139116849872,1.0,31.0,5.0,55.17728828294199
1769118452.8431242,0.7402738928794861,-0.010733745992183685,0.04246034100651741,0.08517837524414062,0.7876031450132115,2.0,32.0,5.0,53.77930461290666
1769118453.189327,0.7885293960571289,0.08179005980491638,0.05749804526567459,0.09882736206054688,0.7308095121492262,0.0,33.0,5.0,65.10373712797022
1769118453.4463813,0.8045085668563843,0.025086194276809692,0.07868411391973495,0.11553192138671875,0.6915173006917388,0.0,34.0,5.0,70.55072878903714
1769118453.7958846,1.0,-0.34464722871780396,0.08531767129898071,0.13726806640625,0.909296492885727,0.0,35.0,5.0,139.56236773339697
1769118454.1437442,1.0,0.0634525790810585,0.0922621339559555,0.17705154418945312,0.8547574056568203,0.0,36.0,5.0,165.79264099722332
1769118454.5051847,1.0,-0.009586624801158905,0.09612617641687393,0.2310791015625,0.8611168717809032,0.0,37.0,5.0,212.3255621802382
1769118454.774663,1.0,0.024113275110721588,0.16802428662776947,0.2926673889160156,0.8258218598069629,0.0,38.0,5.0,246.76813291313874
1769118454.9652011,1.0,0.06997962296009064,0.23956525325775146,0.3846893310546875,0.7054163252771608,0.0,39.0,5.0,268.0597094902041
1769118455.3262336,1.0,-0.007183477282524109,0.33860957622528076,0.46070098876953125,0.7449511468079821,0.0,40.0,5.0,329.3028604177107
1769118455.8509233,1.0,0.20418234169483185,0.1570361852645874,0.0,1.0,0.0,0.0,6.0,933.8532986491919
1769118456.1964388,0.9286742806434631,0.7237069010734558,0.2298315465450287,0.0,1.0,0.0,1.0,6.0,-77.55497915502141
1769118456.5468938,1.0,0.8327778577804565,0.24008353054523468,0.0,1.0,0.0,2.0,6.0,-84.57725417613983
1769118456.894083,1.0,0.8516805768013,0.22884675860404968,0.0,1.0,1.0,3.0,6.0,-85.87388426065445
1769118457.169613,1.0,0.8244638442993164,0.19541296362876892,0.0,1.0,2.0,4.0,6.0,-83.38839340209961
1769118457.6064641,0.9790288209915161,0.7268003225326538,0.12646259367465973,0.020534515380859375,0.10371989945197846,0.0,5.0,6.0,-65.78487278718161
1769118457.9499662,0.9661649465560913,1.0,0.08123959600925446,0.02021026611328125,0.7643634685258588,0.0,6.0,6.0,49.06179174916231
1769118458.3780925,0.8727023005485535,0.9497243762016296,0.011486342176795006,0.022930145263671875,0.5835824426052239,0.0,7.0,6.0,50.54161171415032
1769118458.7375472,0.6938480138778687,-0.4103820323944092,0.010925030335783958,0.022480010986328125,0.8599477133887663,0.0,8.0,6.0,43.44486485432923
1769118459.1851265,0.7366675138473511,0.12520843744277954,0.00871841050684452,0.024303436279296875,0.7741573143933449,0.0,9.0,6.0,47.17697914540236
1769118459.535253,0.7215556502342224,-0.04617992043495178,0.009882675483822823,0.025730133056640625,0.8029999073387695,0.0,10.0,6.0,46.55459172035049
1769118459.966414,0.7277673482894897,0.01173306256532669,0.01081298291683197,0.02748870849609375,0.8072938349986123,0.0,11.0,6.0,47.20414065028427
1769118460.1340177,0.7300159931182861,0.02126634120941162,0.011184829287230968,0.029388427734375,0.7859609253309969,1.0,12.0,6.0,44.94826193204396
1769118460.477379,0.7277399301528931,-0.02012231945991516,0.01115750428289175,0.0316009521484375,0.787433795569773,0.0,13.0,6.0,47.06967924247783
1769118460.9129107,0.728560209274292,-0.017603568732738495,0.012254386208951473,0.03398895263671875,0.785641571969697,1.0,14.0,6.0,45.3193134770238
1769118461.268391,0.7302480340003967,-0.01980774849653244,0.010932162404060364,0.03665924072265625,0.7938308890478667,2.0,15.0,6.0,44.39475716661437
1769118461.7125082,0.7307676076889038,-0.006044723093509674,0.00992998480796814,0.039501190185546875,0.7926069833413809,3.0,16.0,6.0,43.26698755956218
1769118462.0531156,0.7302547693252563,-0.010239169001579285,0.010252954438328743,0.04280853271484375,0.8025293508287292,4.0,17.0,6.0,42.377537234115266
1769118462.3938086,0.7331207990646362,0.009228944778442383,0.0025566341355443,0.046764373779296875,0.7794573119748756,5.0,18.0,6.0,42.29584451383161
1769118462.7312074,0.7216411828994751,-0.048711419105529785,0.011347055435180664,0.050708770751953125,0.7987692065372753,2.0,19.0,6.0,48.14999906881597
1769118462.981118,0.73606276512146,0.002420395612716675,0.011545797809958458,0.05572509765625,0.7922226904778205,0.0,20.0,6.0,55.491816626098895
1769118463.3309884,0.7367690801620483,-0.01067432016134262,0.010593555867671967,0.06151580810546875,0.7977133685507876,1.0,21.0,6.0,56.24813705886719
1769118463.5930686,0.7382069230079651,-0.0020370110869407654,0.008156398311257362,0.06826400756835938,0.7829969527102543,2.0,22.0,6.0,56.92412693580002
1769118463.8538396,0.7350839376449585,-0.03516174852848053,0.011487740091979504,0.07561874389648438,0.7802592001715178,0.0,23.0,6.0,63.152038551342145
1769118464.271303,0.7406131029129028,-0.03660592436790466,0.011423729360103607,0.08479690551757812,0.8008160440753069,1.0,24.0,6.0,67.40399203034242
1769118464.6744764,0.7463749051094055,0.0023405328392982483,0.046115271747112274,0.09583663940429688,0.7821760687417905,0.0,25.0,6.0,71.10836721235057
1769118465.090612,0.7962475419044495,0.08619566261768341,0.07377074658870697,0.11220932006835938,0.7103267624936258,0.0,26.0,6.0,77.43193511150255
1769118465.5962307,1.0,-0.32580387592315674,0.07503049820661545,0.13236618041992188,0.90943790707225,0.0,27.0,6.0,144.246753238745
1769118465.8813736,1.0,0.04269548878073692,0.08138018846511841,0.16727447509765625,0.8621834022234891,0.0,28.0,6.0,167.86978054489464
1769118466.151094,1.0,-0.020676389336586,0.09418879449367523,0.21528244018554688,0.8622781601621334,0.0,29.0,6.0,207.11108574653372
1769118466.5976126,1.0,0.009581558406352997,0.11618228256702423,0.2823753356933594,0.8143517259838158,0.0,30.0,6.0,248.28670499236296
1769118466.9528797,1.0,-0.023890480399131775,0.17691510915756226,0.3459320068359375,0.7932357744337479,0.0,31.0,6.0,285.5946815395728
1769118467.311677,1.0,0.044917840510606766,0.24576492607593536,0.4227027893066406,0.6847175517106012,0.0,32.0,6.0,292.63094313016427
1769118467.6550145,1.0,-0.011757515370845795,0.01073579303920269,0.0,1.0,0.0,0.0,7.0,6190.223485536862
